Order,Family,Genus_species,FAD,LAD,lnMass_g,PBDB life habit,PBDB_diet,taxon rank at which diet assignment was made,Recoded_Diet,Recoded_groups
Rodentia,Cricetidae,Pseudomyscus bathygnathus,11.8,11.8,3.269,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,Microcosmodontidae,Microcosmodon conus,59,57.2,3.287094817,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Geringia gloveri,24.7,24.35,3.294,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus antiquus,10.85,9.6,3.2965,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Knightomys cremneus,54.4,54.4,3.297,ground dwelling,herbivore,species,herbivore,herbivore guild
Cimolodonta,NA,Dakotamys malcolmi,96.55,93.3,3.301598691,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Symmetrodontomys simplicidens,4.95,3.4,3.3055,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus truei,2.15,0.00941,3.3175,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Jimomys lulli,25.8,25.8,3.321,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Zapus rinkeri,3.5,3.5,3.325,saltatorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Copemys esmeraldensis,13.9,9.7,3.336,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Copemys longidens,16,11.9,3.346,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Microparamys nimius,42.3,42.3,3.348,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Peromyscus boylii,0.069,0.029375,3.35,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Prosigmodon oroscoi,5.75,4.7,3.351,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Copemys loxodon,13.1,12.2,3.3585,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Bryceomys intermedius,98.4,98.4,3.401197382,arboreal,herbivore,species,herbivore,herbivore guild
Cimolodonta,Microcosmodontidae,Microcosmodon rosei,57.15,56.1,3.417253781,arboreal,herbivore,species,herbivore,herbivore guild
Multituberculata,NA,Glirodon grandis,150.6,149.9165,3.433987204,arboreal,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Microparamys woodi,43.05,40.75,3.448,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Mattimys kalicola,53.65,50.9375,3.448,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Copemys mariae,11.75,11.7,3.45,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Cimexomys antiquus,81.35,80.275,3.469174031,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Copemys barstowensis,14,13.8,3.4715,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Prosomys mimus,9.7,8.3,3.4725,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Apatosciuravus bifax,54.85,54.85,3.489,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,NA,Paciculus woodi,25.1,24.4,3.498,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Paradjidaumo trilophus,37.85,32.8,3.502,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Protoptychidae,Protoptychus hatcheri,45.15,41.65,3.513948796,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Mylagaulidae,Crucimys milleri,24.7,24.35,3.536,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,Microcosmodontidae,Microcosmodon arcuatus,63.3,63.3,3.538458957,arboreal,herbivore,species,herbivore,herbivore guild
NA,Sciuravidae,Knightomys minor,55.2,52.8,3.539,ground dwelling,herbivore,species,herbivore,herbivore guild
Multituberculata,Eobaataridae,Sinobaatar xiei,112.525,112.525,3.555348061,arboreal,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Paramys adamus,57.2,57.2,3.581,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Onychomys pedroensis,2.5,0.069,3.588,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Megasminthus gladiofex,13.8,13.8,3.592,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Onychomys leucogaster,0.4,0.014695,3.6065,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Microparamys sambucus,49.75,49.75,3.628,ground dwelling,herbivore,species,herbivore,herbivore guild
Cimolodonta,NA,Cimexomys minor,66.8,63.3,3.631912816,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Repomys panacaensis,4.6,4,3.652,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Paronychomys tuttlei,6.85,6.85,3.653,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Allomyidae,Haplomys galbreathi,32.35,32.35,3.663,ground dwelling,herbivore,species,herbivore,Rodentia
Insectivora,Apatemyidae,Apatemys uintensis,44.75,40.5,3.681334809,arboreal,herbivore,species,herbivore,herbivore guild
Multituberculata,Paulchoffatiidae,Kuehneodon dietrichi,151.1415,151.1415,3.688879454,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Simimyidae,Simimys landeri,39.75,39.75,3.701,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Lemmiscus curtatus,0.8,0.00941,3.7055,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Sciuravus bridgeri,50.65,47.55,3.719,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Microparamys cheradius,57.25,53.9,3.719,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Geringia mcgregori,29.25,24.4,3.72,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Leidymys cerasus,23.9,23.9,3.727,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus kansasensis,3.5,3,3.734132255,ground dwelling,herbivore,species,herbivore,Rodentia
Multituberculata,Eobaataridae,Sinobaatar fuxinensis,112.525,112.525,3.737669618,arboreal,herbivore,species,herbivore,herbivore guild
NA,Cricetidae,Ophiomys parvus,2.8,1.4,3.76,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Leidymys korthi,24.7,24.7,3.774,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Pseudocylindrodon medius,37.65,36.95,3.788,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Knightomys senior,52.5,51.9,3.793,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Aplodontidae,Ansomys hepburnensis,14.95,14.95,3.8,fossorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Goniodontomys disjunctus,11.4,9.15,3.8005,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Aplodontidae,Prosciurus parvus,33.6,32.85,3.809,fossorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Scottimus ambiguus,33.3,32.9,3.817,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,Microcosmodontidae,Allocosmodon woodi,58.7835,58.7835,3.828641396,arboreal,herbivore,species,herbivore,herbivore guild
Cimolodonta,NA,Paracimexomys propriscus,69.325,69.325,3.828641396,arboreal,herbivore,species,herbivore,herbivore guild
Cimolodonta,NA,Cedaromys parvus,98.4,98.4,3.828641396,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Nebraskomys mcgrewi,3,2.4,3.831,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Litoyoderimys auogoleus,37.75,37.75,3.834,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Allophaiomys pliocaenicus,3.96,0.3,3.848,ground dwelling,herbivore,species,herbivore,Rodentia
Lagomorpha,Ochotonidae,Oreolagus colteri,14.8,14.7,3.853,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Pipestoneomyidae,Pipestoneomys bisulcatus,37.65,35.8,3.853,ground dwelling,herbivore,species,herbivore,Rodentia
Insectivora,Apatemyidae,Labidolemur serus,54.8,54.6,3.869,arboreal,herbivore,species,herbivore,herbivore guild
NA,Sciuravidae,Knightomys cuspidatus,51.8,51.8,3.877,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Sigmodon minor,5.25,1.4,3.918,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Mysops minimus,46.45,46.45,3.92,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Mysops parvus,48.1,46.45,3.923,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Jacobsomys verdensis,4.7,4.7,3.928,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Microparamys perfossus,37.35,37.3,3.93,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Yatkolamys edwardsi,22.9,17.375,3.9375,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Paradjidaumo spokanensis,32.9,32.9,3.94,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Basirepomys robertsi,7.6,7.6,3.943017916,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Aplodontidae,Ansomys nevadensis,17.95,17.95,3.95,fossorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Scottimus viduus,37.65,32.95,3.952,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Nebraskomys rexroadensis,3.5,3.5,3.955937706,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Litoyoderimys lustrorum,37.35,37.3,3.968,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Paramicrotoscoptes hibbardi,11.1,11.1,3.97,ground dwelling,herbivore,species,herbivore,Rodentia
Multituberculata,Eobaataridae,Loxaulax valdensis,138.3,127.725,3.970291914,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Repomys arizonensis,3,3,3.988,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Microparamys tricus,40.5,39.75,3.993,ground dwelling,herbivore,species,herbivore,herbivore guild
Cimolodonta,Microcosmodontidae,Pentacosmodon pronus,57.7,57.7,4.007333185,arboreal,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Paramys pycnus,55.2,54.7,4.016673355,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Megasminthus tiheni,16,12.45,4.026,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Allomyidae,Downsimus chadwicki,29.25,24.4,4.0335,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Pareumys grangeri,45.45,42.85,4.047,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Sigmodon medius,NA,NA,4.051,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,Cricetidae,Ophiomys fricki,3,3,4.076314608,ground dwelling,herbivore,species,herbivore,herbivore guild
Multituberculata,Allodontidae,Psalodon marshi,150.6,150.6,4.077537444,arboreal,herbivore,species,herbivore,herbivore guild
NA,Cricetidae,Ophiomys taylori,3.85,3.2,4.08,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Microtus paroperarius,1.3,0.2,4.0905,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Basirepomys pliocenicus,11.8,9.7,4.095195306,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Clethrionomys gapperi,1.3,0.006,4.0985,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Zetamys nebraskensis,28,28,4.0995,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Paradjidaumo validus,32.95,32.95,4.105,ground dwelling,herbivore,species,herbivore,Rodentia
Primates,Picrodontidae,Picrodus calgariensis,60.7165,60.7,4.114686504,arboreal,herbivore,species,herbivore,herbivore guild
Primates,Carpolestidae,Elphidotarsius florencae,64.25,60.8,4.12,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Pliophenacomys primaevus,3.4,2.9,4.1265,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Leidymys blacki,29.25,22.9,4.139,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Pliophenacomys finneyi,3.5,3.5,4.146,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Mictomys meltoni,0.55,0.2,4.159,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Paracimexomys priscus,81.7335,67.6,4.161247621,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Eutypomyidae,Janimus rhinophilus,41.55,41.55,4.163808689,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Sciuravus altidens,44.75,44.75,4.163808689,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Microtus ochrogaster,0.85,0.025643,4.17,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Knightomys depressus,54.9,50.1,4.173,ground dwelling,herbivore,species,herbivore,herbivore guild
Insectivora,Apatemyidae,Unuchinia asaphes,59.9,59.9,4.19,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Sigmodon hudspethensis,2.6,2.6,4.217,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,Ptilodontidae,Ptilodus gnomus,60.7165,59.85,4.219507705,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Aplodontidae,Niglarodon koerneri,28.25,25,4.227,fossorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Scottimus exiguus,33.1,33,4.234,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Yoderimys bumpi,36.7,36.7,4.234,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Microtus meadensis,2.15,0.2,4.24,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Jimomys labaughi,17.25,15.85,4.242,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Aplodontidae,Meniscomys hippodus,25,24.4,4.246,fossorial,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Aulolithomys bounites,37.6,35.8,4.249,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Cedaromys bestia,98.4,96.65,4.262679877,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cylindrodontidae,Pareumys boskeyi,46.85,46.85,4.275,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Paramyidae,Franimys amherstensis,56.1,53.05,4.276982106,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Prolapsus junctionis,46.85,43.35,4.284,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Microtus llanensis,0.6,0.4,4.3,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Mimomys dakotaensis,2.15,2.15,4.3015,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Prosigmodon chihuahuensis,5.75,4.7,4.302,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Paramyidae,Franimys ambos,53.4875,53.4875,4.304681012,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Sigmodon bakeri,1.05,0.069,4.311,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Wilsoneumys planidens,33.3,32.9,4.311,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,Kogaionidae,Hainina vianeyae,57.25,57.25,4.317488114,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Ogmodontomys pipecreekensis,8.3,8.3,4.32,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Sigmodon libitinus,1.8,1.55,4.329,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Pareumys milleri,41.55,39.75,4.346,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Phenacomys intermedius,0.8,0.011385,4.353,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Allomyidae,Campestrallomys annectens,32.85,32.8,4.362,fossorial,herbivore,species,herbivore,Rodentia
NA,Protoptychidae,Presbymys lophatus,39.75,39.75,4.378,ground dwelling,herbivore,species,herbivore,herbivore guild
Insectivora,Apatemyidae,Apatemys downsi,42.85,40.9,4.388753852,arboreal,herbivore,species,herbivore,herbivore guild
NA,NA,Paciculus nebraskensis,26.25,23.8,4.3905,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,NA,Paciculus montanus,24.1,20.45,4.398,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Mictomys kansasensis,2.3,0.1,4.399,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Repomys gustelyi,7.4,5.05,4.4,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Microtus pennsylvanicus,1.3,0.006,4.411,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Pliophenacomys dixonensis,2.75,2.75,4.411,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Guildayomys hibbardi,2.4,2.15,4.4125,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Bryceomys hadrosus,91.9,91.5,4.430724577,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Hibbardomys zakrzewskii,2.15,2.15,4.4325,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Pareumys troxelli,43,43,4.435,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Sciuravus wilsoni,52.2,51.8,4.435,ground dwelling,herbivore,species,herbivore,herbivore guild
Lagomorpha,Ochotonidae,Hesperolagomys fluviatilis,15.9,13,4.4365,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Florentiamyidae,Florentiamys agnewi,24.4,24.4,4.4375,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Hibbardomys marthae,2.4,2.15,4.439,ground dwelling,herbivore,species,herbivore,Rodentia
Lagomorpha,Ochotonidae,Ochotona spanglei,9.7,8.2,4.44,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,Sciuravidae,Tillomys senex,47.85,47.85,4.44,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Mylagaulidae,Promylagaulus riggsi,24.7,22.1,4.4475,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Pliophenacomys osborni,2.8,2.15,4.458,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Mimomys panacaensis,4.6,4.6,4.4585,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Florentiamyidae,Fanimus clasoni,24.4,24.35,4.465,ground dwelling,herbivore,species,herbivore,Rodentia
Primates,Carpolestidae,Carpolestes nigridens,57.6,56.5665,4.465908119,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Hibbardomys fayae,2.75,2.75,4.474,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Cylindrodon fontis,36,35.85,4.476,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Lophiparamys murinus,53.6,52,4.476,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cylindrodontidae,Pseudocylindrodon neglectus,37.5,34.7,4.483,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eutypomyidae,Eutypomys acares,42.3,42.3,4.483,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Sciuravus powayensis,45.45,42.85,4.501,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,NA,Meliakrouniomys wilsoni,36.6,36.6,4.504,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cylindrodontidae,Anomoemys lewisi,42.05,41.8,4.505348511,ground dwelling,herbivore,species,herbivore,Rodentia
